customerid,contract,total_charges,monthly_charges,tenure,tenure_bucket,churn_flag,payment_method,calls_last_90d,unresolved_calls_90d,avg_resolution_time,avg_payment,missing_method_count,last_payment_date
4075-JFPGR,one year,4619.55,93.5,51,48+,False,Electronic check,0.0,3.0,28.25,93.5,0,2022-12-04
4629-NRXKX,month-to-month,147.15,70.4,2,0-6,True,Electronic check,,,,70.4,0,2022-12-06
9514-JDSKI,month-to-month,40.2,40.2,1,0-6,True,Electronic check,,,,40.2,0,2022-12-25
3282-ZISZV,one year,2633.3,83.7,32,24-48,False,Credit card (automatic),,,,83.7,0,2022-12-16
3675-YDUPJ,month-to-month,193.05,19.85,10,6-12,False,Mailed check,,,,19.85,0,2022-12-11
4111-BNXIF,two year,4103.9,59.55,67,48+,False,Electronic check,,,,59.55,0,2022-12-27
7017-VFHAY,two year,7008.15,115.1,61,48+,False,Credit card (automatic),,,,115.1,0,2022-12-08
6655-LHBYW,one year,5791.1,114.35,50,48+,False,Credit card (automatic),0.0,1.0,37.5,114.35,0,2022-12-07
4959-JOSRX,month-to-month,80.55,44.6,2,0-6,True,Credit card (automatic),,,,44.6,0,2022-12-27
5046-NUHWD,month-to-month,1228.65,45.0,29,24-48,False,Electronic check,,,,45.0,0,2022-12-16
7273-TEFQD,month-to-month,132.2,41.15,3,0-6,True,Electronic check,,,,41.15,0,2022-12-14
3606-TWKGI,month-to-month,1364.3,106.9,13,12-24,True,Electronic check,0.0,2.0,38.33,106.9,0,2022-12-01
7529-ZDFXI,month-to-month,4925.35,89.85,57,48+,False,Electronic check,,,,89.85,0,2022-12-14
7605-BDWDC,two year,1520.1,49.85,31,24-48,False,Bank transfer (automatic),1.0,1.0,47.0,49.85,0,2022-12-24
1950-KSVVJ,one year,5032.25,113.3,45,24-48,False,Mailed check,,,,113.3,0,2022-12-03
0123-CRBRT,two year,5526.75,88.1,61,48+,False,Mailed check,,,,88.1,0,2022-12-01
6292-TOSSS,two year,1195.25,24.9,50,48+,False,Bank transfer (automatic),,,,24.9,0,2022-12-22
3197-ARFOY,month-to-month,2007.25,105.0,19,12-24,False,Mailed check,,,,105.0,0,2022-12-12
6323-AYBRX,two year,1099.6,19.35,59,48+,True,Mailed check,,,,19.35,0,2022-12-09
7014-ZZXAW,two year,1732.95,24.25,71,48+,False,Credit card (automatic),,,,24.25,0,2022-12-25
4385-GZQXV,month-to-month,1511.2,94.45,16,12-24,True,Electronic check,,,,94.45,0,2022-12-21
7633-MVPUY,two year,3450.15,59.75,57,48+,False,Electronic check,,,,59.75,0,2022-12-12
6366-ZGQGL,month-to-month,24.8,24.8,1,0-6,True,Bank transfer (automatic),,,,24.8,0,2022-12-20
4716-HHKQH,month-to-month,2172.05,107.05,20,12-24,False,Electronic check,,,,107.05,0,2022-12-11
5940-AHUHD,month-to-month,70.6,70.6,1,0-6,True,Mailed check,1.0,1.0,31.67,70.6,0,2022-12-04
6432-TWQLB,month-to-month,401.1,85.4,5,0-6,True,Electronic check,,,,85.4,0,2022-12-14
4484-GLZOU,month-to-month,5624.85,105.05,52,48+,True,Electronic check,,,,105.05,0,2022-12-18
3179-GBRWV,month-to-month,1339.8,64.95,21,12-24,False,Bank transfer (automatic),,,,64.95,0,2022-12-18
8645-KWHJO,month-to-month,771.95,55.0,14,12-24,False,Electronic check,1.0,2.0,19.0,55.0,0,2022-12-10
4130-MZLCC,month-to-month,244.75,50.55,5,0-6,False,Bank transfer (automatic),,,,50.55,0,2022-12-02
0314-TKOSI,month-to-month,322.9,55.15,6,6-12,False,Mailed check,,,,55.15,0,2022-12-08
8229-MYEJZ,month-to-month,498.25,51.2,10,6-12,False,Electronic check,,,,51.2,0,2022-12-11
2080-SRCDE,month-to-month,25.4,25.4,1,0-6,False,Mailed check,,,,25.4,0,2022-12-12
9577-WJVCQ,month-to-month,3687.75,54.45,68,48+,False,Mailed check,1.0,0.0,5.0,54.45,0,2022-12-04
9512-UIBFX,month-to-month,1779.95,95.15,18,12-24,True,Mailed check,,,,95.15,0,2022-12-08
6202-DYYFX,one year,1783.6,76.0,22,12-24,False,Credit card (automatic),,,,76.0,0,2022-12-12
3808-HFKDE,month-to-month,927.15,44.35,20,12-24,False,Electronic check,,,,44.35,0,2022-12-09
5583-SXDAG,month-to-month,70.0,70.0,1,0-6,True,Electronic check,,,,70.0,0,2022-12-11
3488-PGMQJ,month-to-month,606.55,74.5,8,6-12,True,Electronic check,,,,74.5,0,2022-12-06
3580-REOAC,month-to-month,435.4,44.85,10,6-12,True,Credit card (automatic),,,,44.85,0,2022-12-01
7534-BFESC,month-to-month,1712.7,76.1,24,24-48,True,Electronic check,,,,76.1,0,2022-12-04
3727-OWVYD,one year,2021.2,61.2,35,24-48,False,Mailed check,,,,61.2,0,2022-12-26
2294-SALNE,one year,1940.8,86.8,23,12-24,False,Mailed check,,,,86.8,0,2022-12-17
4847-TAJYI,month-to-month,567.8,89.35,6,6-12,False,Electronic check,1.0,1.0,19.0,89.35,0,2022-12-18
1563-IWQEX,month-to-month,220.35,19.7,12,12-24,False,Mailed check,,,,19.7,0,2022-12-18
8203-XJZRC,month-to-month,20.25,20.25,1,0-6,False,Mailed check,1.0,3.0,29.4,20.25,0,2022-12-18
6556-DBKZF,two year,5436.45,76.05,71,48+,False,Electronic check,,,,76.05,0,2022-12-02
6851-WEFYX,month-to-month,3437.5,100.8,35,24-48,False,Electronic check,,,,100.8,0,2022-12-13
2985-JUUBZ,month-to-month,3015.75,74.55,40,24-48,False,Electronic check,,,,74.55,0,2022-12-25
6390-DSAZX,month-to-month,73.6,73.6,1,0-6,True,Mailed check,,,,73.6,0,2022-12-05
0895-LMRSF,one year,1509.8,64.9,23,12-24,False,Bank transfer (automatic),,,,64.9,0,2022-12-17
8098-LLAZX,month-to-month,396.1,95.45,4,0-6,True,Electronic check,,,,95.45,0,2022-12-02
8266-VBFQL,month-to-month,356.65,90.4,4,0-6,False,Electronic check,,,,90.4,0,2022-12-16
8181-YHCMF,two year,4109.0,60.3,68,48+,False,Credit card (automatic),,,,60.3,0,2022-12-08
2240-HSJQD,month-to-month,3141.7,81.85,38,24-48,False,Mailed check,,,,81.85,0,2022-12-20
1248-DYXUB,two year,1229.1,24.8,52,48+,False,Mailed check,,,,24.8,0,2022-12-16
0265-EDXBD,month-to-month,2303.35,74.9,32,24-48,True,Electronic check,,,,74.9,0,2022-12-28
4115-BNPJY,two year,2054.4,75.55,29,24-48,False,Mailed check,,,,75.55,0,2022-12-26
3167-SNQPL,month-to-month,3741.85,101.15,38,24-48,False,Electronic check,,,,101.15,0,2022-12-22
4091-TVOCN,one year,3682.45,78.75,48,48+,False,Credit card (automatic),,,,78.75,0,2022-12-19
1098-TDVUQ,month-to-month,19.25,19.25,1,0-6,False,Bank transfer (automatic),,,,19.25,0,2022-12-22
7277-OZCGZ,month-to-month,1886.25,89.05,22,12-24,False,Electronic check,,,,89.05,0,2022-12-25
1557-EMYVT,two year,4895.1,115.05,43,24-48,False,Credit card (automatic),,,,115.05,0,2022-12-22
2799-ARNLO,month-to-month,341.6,69.35,5,0-6,False,Electronic check,,,,69.35,0,2022-12-23
7563-BIUPC,month-to-month,415.55,80.6,5,0-6,True,Electronic check,,,,80.6,0,2022-12-01
5027-YOCXN,one year,5686.4,110.05,51,48+,False,Credit card (automatic),1.0,1.0,25.33,110.05,0,2022-12-28
3973-SKMLN,two year,1355.1,19.9,71,48+,False,Credit card (automatic),,,,19.9,0,2022-12-10
2321-OMBXY,one year,3058.65,80.3,38,24-48,True,Credit card (automatic),,,,80.3,0,2022-12-23
2840-XANRC,month-to-month,2231.05,93.15,24,24-48,True,Electronic check,1.0,1.0,43.0,93.15,0,2022-12-28
6745-JEFZB,month-to-month,3236.35,91.5,35,24-48,False,Credit card (automatic),,,,91.5,0,2022-12-20
5020-ZSTTY,one year,4350.1,82.45,54,48+,True,Bank transfer (automatic),,,,82.45,0,2022-12-05
9880-TDQAC,two year,4264.0,60.0,72,48+,False,Electronic check,,,,60.0,0,2022-12-03
8705-WZCYL,month-to-month,44.8,44.8,1,0-6,False,Electronic check,,,,44.8,0,2022-12-25
7102-JJVTX,one year,422.3,48.6,9,6-12,False,Mailed check,,,,48.6,0,2022-12-17
8626-PTQGE,two year,4176.7,60.05,69,48+,False,Bank transfer (automatic),,,,60.05,0,2022-12-14
4983-CLMLV,month-to-month,5138.1,102.7,52,48+,False,Credit card (automatic),,,,102.7,0,2022-12-13
5701-YVSVF,month-to-month,880.05,82.9,11,6-12,False,Electronic check,,,,82.9,0,2022-12-23
5804-LEPIM,month-to-month,139.05,70.35,2,0-6,True,Electronic check,,,,70.35,0,2022-12-16
5697-GOMBF,month-to-month,973.65,35.9,28,24-48,False,Electronic check,,,,35.9,0,2022-12-06
2739-CACDQ,month-to-month,1470.05,82.65,17,12-24,False,Credit card (automatic),,,,82.65,0,2022-12-15
9385-EHGDO,two year,739.35,19.85,35,24-48,False,Mailed check,,,,19.85,0,2022-12-01
9498-FIMXL,one year,161.95,19.2,8,6-12,False,Mailed check,,,,19.2,0,2022-12-22
2379-GYFLQ,one year,4422.95,94.9,46,24-48,False,Credit card (automatic),,,,94.9,0,2022-12-23
0122-OAHPZ,month-to-month,511.25,73.85,7,6-12,True,Electronic check,,,,73.85,0,2022-12-17
2868-SNELZ,month-to-month,155.8,80.6,2,0-6,True,Mailed check,,,,80.6,0,2022-12-20
4322-RCYMT,one year,5293.95,75.8,68,48+,True,Bank transfer (automatic),,,,75.8,0,2022-12-24
6680-NENYN,two year,4759.85,104.6,43,24-48,True,Electronic check,,,,104.6,0,2022-12-21
2088-IEBAU,two year,6148.45,88.15,68,48+,False,Electronic check,3.0,0.0,17.2,88.15,0,2022-12-19
7982-VCELR,month-to-month,3565.65,94.8,36,24-48,False,Credit card (automatic),0.0,1.0,25.0,94.8,0,2022-12-21
1343-EHPYB,month-to-month,6603.0,103.4,63,48+,True,Electronic check,2.0,2.0,25.0,103.4,0,2022-12-22
6035-BXTTY,month-to-month,1830.1,54.65,32,24-48,False,Bank transfer (automatic),,,,54.65,0,2022-12-09
6885-PKOAM,two year,6223.8,85.75,71,48+,False,Credit card (automatic),,,,85.75,0,2022-12-17
7520-HQWJU,month-to-month,4508.65,67.45,66,48+,False,Bank transfer (automatic),0.0,0.0,14.0,67.45,0,2022-12-05
9639-BUJXT,one year,1328.15,20.5,63,48+,False,Mailed check,,,,20.5,0,2022-12-02
5924-SNGKP,one year,865.0,20.25,41,24-48,False,Credit card (automatic),1.0,0.0,26.5,20.25,0,2022-12-11
0021-IKXGC,month-to-month,72.1,72.1,1,0-6,False,Electronic check,,,,72.1,0,2022-12-22
2034-GDRCN,month-to-month,168.2,90.4,2,0-6,True,Electronic check,,,,90.4,0,2022-12-20
8966-SNIZF,two year,1303.5,19.45,70,48+,False,Bank transfer (automatic),,,,19.45,0,2022-12-06
6243-OZGFH,month-to-month,996.85,44.95,23,12-24,False,Electronic check,0.0,2.0,29.33,44.95,0,2022-12-13
4654-DLAMQ,one year,6430.9,97.0,64,48+,False,Bank transfer (automatic),,,,97.0,0,2022-12-11
0513-RBGPE,two year,2278.75,62.8,37,24-48,False,Credit card (automatic),,,,62.8,0,2022-12-17
5160-UXJED,one year,681.4,44.6,17,12-24,False,Mailed check,,,,44.6,0,2022-12-11
4115-NZRKS,month-to-month,574.35,89.15,7,6-12,False,Electronic check,,,,89.15,0,2022-12-16
0219-YTZUE,month-to-month,371.9,84.8,4,0-6,True,Bank transfer (automatic),,,,84.8,0,2022-12-27
0623-IIHUG,month-to-month,840.1,41.9,21,12-24,True,Electronic check,,,,41.9,0,2022-12-26
4572-DVCGN,month-to-month,846.0,80.25,10,6-12,True,Bank transfer (automatic),,,,80.25,0,2022-12-23
3351-NGXYI,month-to-month,889.0,54.1,16,12-24,False,Electronic check,,,,54.1,0,2022-12-22
8984-EYLLL,two year,6823.4,105.25,64,48+,False,Electronic check,,,,105.25,0,2022-12-05
9057-MSWCO,month-to-month,805.1,30.75,27,24-48,True,Credit card (automatic),,,,30.75,0,2022-12-03
9833-TGFHX,one year,4016.75,97.1,42,24-48,False,Electronic check,,,,97.1,0,2022-12-19
9294-TDIPC,month-to-month,83.75,20.2,5,0-6,False,Mailed check,,,,20.2,0,2022-12-19
5229-DTFYB,two year,3959.15,98.8,41,24-48,False,Bank transfer (automatic),,,,98.8,0,2022-12-22
0104-PPXDV,one year,2878.55,50.3,58,48+,False,Credit card (automatic),,,,50.3,0,2022-12-21
5176-LMJXE,two year,945.7,20.55,47,24-48,False,Mailed check,1.0,2.0,46.0,20.55,0,2022-12-23
3583-KRKMD,month-to-month,1373.05,75.9,18,12-24,False,Bank transfer (automatic),,,,75.9,0,2022-12-14
1010-DIAUQ,month-to-month,492.55,96.5,5,0-6,True,Bank transfer (automatic),2.0,1.0,40.6,96.5,0,2022-12-15
9069-LGEUL,month-to-month,1406.0,59.95,23,12-24,False,Bank transfer (automatic),,,,59.95,0,2022-12-24
7302-ZHMHP,month-to-month,19.15,19.15,1,0-6,False,Mailed check,,,,19.15,0,2022-12-02
9571-EDEBV,one year,6962.85,98.65,71,48+,False,Credit card (automatic),0.0,2.0,45.0,98.65,0,2022-12-19
3520-FJGCV,two year,8126.65,112.6,72,48+,False,Credit card (automatic),,,,112.6,0,2022-12-04
6563-VRERX,one year,690.25,20.6,33,24-48,False,Mailed check,,,,20.6,0,2022-12-01
0259-GBZSH,month-to-month,181.5,85.65,2,0-6,True,Electronic check,,,,85.65,0,2022-12-04
6122-EFVKN,two year,830.8,35.75,24,24-48,False,Mailed check,,,,35.75,0,2022-12-06
2805-EDJPQ,one year,5608.4,99.75,56,48+,False,Credit card (automatic),,,,99.75,0,2022-12-19
6862-CQUMB,month-to-month,3646.8,96.1,37,24-48,False,Credit card (automatic),0.0,1.0,34.25,96.1,0,2022-12-18
7156-MXBJE,one year,3662.25,85.1,43,24-48,False,Credit card (automatic),1.0,0.0,35.5,85.1,0,2022-12-19
6158-HDPXZ,month-to-month,25.35,25.35,1,0-6,False,Mailed check,,,,25.35,0,2022-12-20
9601-BRXPO,month-to-month,2566.5,104.95,25,24-48,True,Bank transfer (automatic),,,,104.95,0,2022-12-04
2863-IMQDR,two year,5308.7,89.65,61,48+,False,Electronic check,,,,89.65,0,2022-12-28
5686-CMAWK,one year,1410.25,86.75,17,12-24,False,Electronic check,,,,86.75,0,2022-12-22
5651-CRHKQ,one year,3339.05,86.2,41,24-48,False,Bank transfer (automatic),0.0,1.0,25.33,86.2,0,2022-12-12
6905-NIQIN,month-to-month,50.65,50.65,1,0-6,True,Mailed check,,,,50.65,0,2022-12-02
8204-YJCLA,two year,4732.35,64.8,72,48+,False,Bank transfer (automatic),,,,64.8,0,2022-12-05
5167-ZFFMM,month-to-month,90.85,90.85,1,0-6,True,Credit card (automatic),,,,90.85,0,2022-12-22
6583-SZVGP,two year,5067.45,108.1,48,48+,False,Bank transfer (automatic),,,,108.1,0,2022-12-08
4895-TMWIR,month-to-month,214.75,19.95,11,6-12,True,Mailed check,,,,19.95,0,2022-12-22
0533-BNWKF,month-to-month,4874.7,85.45,55,48+,True,Electronic check,,,,85.45,0,2022-12-13
1708-PBBOA,one year,2348.45,54.75,42,24-48,False,Electronic check,1.0,1.0,22.67,54.75,0,2022-12-14
8782-LKFPK,month-to-month,4063.0,90.4,44,24-48,False,Mailed check,,,,90.4,0,2022-12-28
5522-JBWMO,month-to-month,44.0,44.0,1,0-6,False,Electronic check,1.0,1.0,29.33,44.0,0,2022-12-26
3597-MVHJT,month-to-month,2595.25,95.6,27,24-48,False,Bank transfer (automatic),,,,95.6,0,2022-12-14
9774-NRNAU,month-to-month,2309.55,84.8,27,24-48,False,Bank transfer (automatic),,,,84.8,0,2022-12-21
0224-RLWWD,month-to-month,89.3,44.3,2,0-6,False,Electronic check,,,,44.3,0,2022-12-05
9967-ATRFS,month-to-month,367.55,19.9,19,12-24,False,Mailed check,,,,19.9,0,2022-12-12
3951-NJCVI,month-to-month,3944.5,95.05,42,24-48,False,Electronic check,,,,95.05,0,2022-12-11
2977-CEBSX,two year,5965.95,90.05,66,48+,False,Credit card (automatic),1.0,1.0,24.0,90.05,0,2022-12-08
0177-PXBAT,month-to-month,3694.7,109.9,33,24-48,False,Bank transfer (automatic),,,,109.9,0,2022-12-21
6599-CEBNN,month-to-month,2524.45,73.95,34,24-48,True,Credit card (automatic),0.0,2.0,24.0,73.95,0,2022-12-25
2519-ERQOJ,month-to-month,1803.7,54.6,33,24-48,False,Electronic check,,,,54.6,0,2022-12-18
5876-QMYLD,one year,415.1,20.05,23,12-24,False,Mailed check,,,,20.05,0,2022-12-13
2277-AXSDC,one year,624.15,19.75,32,24-48,False,Bank transfer (automatic),,,,19.75,0,2022-12-22
9442-JTWDL,one year,237.7,20.05,11,6-12,False,Credit card (automatic),,,,20.05,0,2022-12-06
0979-PHULV,month-to-month,7007.6,99.45,69,48+,True,Credit card (automatic),,,,99.45,0,2022-12-23
3067-SVMTC,one year,3848.8,55.9,68,48+,False,Bank transfer (automatic),,,,55.9,0,2022-12-19
5495-GPSRW,two year,419.4,19.7,20,12-24,False,Mailed check,1.0,3.0,38.4,19.7,0,2022-12-08
7606-BPHHN,two year,1468.75,19.8,72,48+,False,Credit card (automatic),1.0,2.0,37.5,19.8,0,2022-12-20
4742-DRORA,one year,5812.0,95.4,60,48+,False,Bank transfer (automatic),,,,95.4,0,2022-12-17
0111-KLBQG,month-to-month,2861.45,93.95,32,24-48,False,Mailed check,,,,93.95,0,2022-12-04
4800-VHZKI,month-to-month,19.9,19.9,1,0-6,True,Mailed check,,,,19.9,0,2022-12-18
7989-CHGTL,month-to-month,19.6,19.6,1,0-6,True,Mailed check,,,,19.6,0,2022-12-11
0334-GDDSO,month-to-month,233.7,81.35,3,0-6,True,Electronic check,,,,81.35,0,2022-12-22
4163-NCJAK,one year,1066.15,24.45,46,24-48,False,Bank transfer (automatic),,,,24.45,0,2022-12-27
5233-AOZUF,month-to-month,2149.05,74.95,29,24-48,False,Electronic check,,,,74.95,0,2022-12-01
5973-EJGDP,month-to-month,4473.0,87.35,51,48+,False,Electronic check,,,,87.35,0,2022-12-04
1996-DBMUS,month-to-month,3545.05,70.65,48,48+,False,Bank transfer (automatic),1.0,1.0,39.67,70.65,0,2022-12-13
7916-VCCPB,month-to-month,1195.75,73.25,16,12-24,False,Bank transfer (automatic),,,,73.25,0,2022-12-04
4686-GEFRM,two year,6858.9,98.7,70,48+,False,Bank transfer (automatic),,,,98.7,0,2022-12-03
5249-QYHEX,two year,1024.7,24.8,40,24-48,False,Mailed check,,,,24.8,0,2022-12-02
0578-SKVMF,month-to-month,1845.9,83.3,22,12-24,True,Electronic check,0.0,1.0,49.0,83.3,0,2022-12-20
5564-NEMQO,month-to-month,75.3,75.3,1,0-6,True,Bank transfer (automatic),,,,75.3,0,2022-12-07
2233-FAGXV,month-to-month,132.25,24.3,5,0-6,False,Mailed check,,,,24.3,0,2022-12-03
5605-IYGFG,month-to-month,515.45,69.85,7,6-12,False,Bank transfer (automatic),,,,69.85,0,2022-12-14
7663-ZTEGJ,one year,2830.45,100.55,29,24-48,False,Credit card (automatic),,,,100.55,0,2022-12-02
1480-BKXGA,two year,8404.9,116.05,72,48+,False,Bank transfer (automatic),,,,116.05,0,2022-12-07
3935-TBRZZ,one year,1110.5,25.7,44,24-48,False,Mailed check,,,,25.7,0,2022-12-05
8111-BKVDS,month-to-month,449.3,40.7,10,6-12,False,Bank transfer (automatic),,,,40.7,0,2022-12-15
2055-SIFSS,month-to-month,2838.55,51.65,55,48+,False,Bank transfer (automatic),,,,51.65,0,2022-12-17
2806-MLNTI,one year,5376.4,105.1,52,48+,False,Bank transfer (automatic),,,,105.1,0,2022-12-20
8734-DKSTZ,month-to-month,858.6,85.95,10,6-12,False,Electronic check,,,,85.95,0,2022-12-27
4360-PNRQB,month-to-month,1395.05,75.6,18,12-24,False,Bank transfer (automatic),0.0,1.0,44.0,75.6,0,2022-12-16
6152-ONASV,one year,3975.7,58.25,68,48+,False,Bank transfer (automatic),,,,58.25,0,2022-12-11
9063-ZGTUY,month-to-month,1182.55,19.4,61,48+,True,Mailed check,,,,19.4,0,2022-12-01
7781-HVGMK,two year,4784.45,65.2,72,48+,False,Credit card (automatic),,,,65.2,0,2022-12-25
2181-UAESM,month-to-month,119.5,53.45,2,0-6,False,Electronic check,,,,53.45,0,2022-12-24
2957-LOLHO,month-to-month,518.9,45.4,12,12-24,True,Bank transfer (automatic),,,,45.4,0,2022-12-22
6048-NJXHX,two year,899.45,19.75,41,24-48,False,Electronic check,,,,19.75,0,2022-12-11
2320-SLKMB,month-to-month,1183.8,44.45,26,24-48,False,Credit card (automatic),,,,44.45,0,2022-12-26
4980-URKXC,one year,720.05,20.85,36,24-48,False,Bank transfer (automatic),,,,20.85,0,2022-12-14
4376-KFVRS,two year,8468.2,114.05,72,48+,False,Credit card (automatic),1.0,2.0,47.33,114.05,0,2022-12-06
5886-VLQVU,month-to-month,3161.2,89.85,35,24-48,False,Bank transfer (automatic),,,,89.85,0,2022-12-27
3577-AMVUX,month-to-month,55.05,55.05,1,0-6,False,Mailed check,,,,55.05,0,2022-12-21
0771-WLCLA,month-to-month,1882.55,112.95,16,12-24,False,Electronic check,,,,112.95,0,2022-12-27
5628-RKIFK,month-to-month,5070.4,101.55,49,48+,False,Credit card (automatic),,,,101.55,0,2022-12-23
0206-TBWLC,one year,6049.5,114.65,54,48+,False,Mailed check,,,,114.65,0,2022-12-20
2937-FTHUR,month-to-month,1166.7,64.8,18,12-24,False,Electronic check,,,,64.8,0,2022-12-02
1910-FMXJM,month-to-month,2937.65,80.4,36,24-48,False,Electronic check,,,,80.4,0,2022-12-16
7752-XUSCI,month-to-month,6396.45,105.9,60,48+,True,Electronic check,,,,105.9,0,2022-12-25
4110-PFEUZ,month-to-month,69.55,69.55,1,0-6,True,Mailed check,,,,69.55,0,2022-12-08
0732-OCQOC,two year,1270.25,25.05,52,48+,False,Bank transfer (automatic),,,,25.05,0,2022-12-19
5168-MSWXT,month-to-month,759.55,94.75,8,6-12,False,Electronic check,,,,94.75,0,2022-12-01
1090-ESELR,two year,7611.55,105.5,72,48+,False,Bank transfer (automatic),,,,105.5,0,2022-12-17
8592-PLTMQ,one year,1642.75,24.7,64,48+,False,Mailed check,0.0,2.0,29.5,24.7,0,2022-12-08
5760-WRAHC,month-to-month,1545.4,69.75,22,12-24,False,Mailed check,,,,69.75,0,2022-12-13
8847-GEOOQ,month-to-month,3582.4,60.2,60,48+,False,Bank transfer (automatic),,,,60.2,0,2022-12-07
0256-LTHVJ,month-to-month,2227.1,81.05,28,24-48,True,Electronic check,,,,81.05,0,2022-12-06
4785-FCIFB,two year,1417.9,24.4,61,48+,False,Mailed check,,,,24.4,0,2022-12-27
8313-NDOIA,month-to-month,2494.65,104.15,24,24-48,False,Electronic check,,,,104.15,0,2022-12-21
5149-CUZUJ,one year,2768.35,92.9,28,24-48,False,Bank transfer (automatic),,,,92.9,0,2022-12-23
0942-KOWSM,two year,2369.3,80.8,30,24-48,False,Bank transfer (automatic),,,,80.8,0,2022-12-03
4237-CLSMM,month-to-month,38.0,20.0,2,0-6,False,Mailed check,,,,20.0,0,2022-12-19
1452-VOQCH,month-to-month,75.1,75.1,1,0-6,False,Electronic check,,,,75.1,0,2022-12-01
4719-UMSIY,month-to-month,100.9,19.65,6,6-12,False,Mailed check,,,,19.65,0,2022-12-24
6614-VBEGU,month-to-month,1614.05,69.45,24,24-48,False,Bank transfer (automatic),0.0,0.0,53.0,69.45,0,2022-12-25
0880-TKATG,month-to-month,385.9,101.15,4,0-6,True,Electronic check,0.0,5.0,32.8,101.15,0,2022-12-27
3811-VBYBZ,month-to-month,673.25,99.8,7,6-12,True,Electronic check,,,,99.8,0,2022-12-08
2996-XAUVF,two year,2799.75,40.05,70,48+,False,Mailed check,,,,40.05,0,2022-12-15
9076-AXYIK,two year,6538.45,102.1,64,48+,False,Electronic check,,,,102.1,0,2022-12-28
5968-XQIVE,one year,6588.95,89.7,72,48+,False,Electronic check,,,,89.7,0,2022-12-04
8896-RAZCR,two year,868.1,19.9,44,24-48,False,Mailed check,,,,19.9,0,2022-12-03
4640-UHDOS,month-to-month,734.35,55.95,13,12-24,True,Electronic check,0.0,1.0,15.0,55.95,0,2022-12-08
4933-IKULF,one year,330.6,20.65,17,12-24,False,Mailed check,,,,20.65,0,2022-12-20
3583-EKAPL,month-to-month,55.0,55.0,1,0-6,True,Electronic check,,,,55.0,0,2022-12-20
1304-BCCFO,month-to-month,564.4,70.05,9,6-12,False,Mailed check,,,,70.05,0,2022-12-04
4104-PVRPS,month-to-month,1315.35,53.6,24,24-48,False,Mailed check,1.0,1.0,45.33,53.6,0,2022-12-24
9399-APLBT,month-to-month,74.7,74.7,1,0-6,True,Electronic check,1.0,4.0,39.6,74.7,0,2022-12-09
2359-KMGLI,month-to-month,1861.5,80.25,24,24-48,True,Electronic check,0.0,0.0,42.0,80.25,0,2022-12-16
3780-DDGSE,month-to-month,2747.2,76.05,35,24-48,False,Electronic check,,,,76.05,0,2022-12-01
4431-EDMIQ,month-to-month,554.05,75.7,7,6-12,False,Electronic check,,,,75.7,0,2022-12-25
0306-JAELE,month-to-month,453.4,96.1,5,0-6,True,Electronic check,,,,96.1,0,2022-12-18
6227-HWPWX,month-to-month,994.8,69.0,15,12-24,True,Bank transfer (automatic),1.0,2.0,34.75,69.0,0,2022-12-04
0486-LGCCH,two year,225.75,19.65,11,6-12,False,Mailed check,,,,19.65,0,2022-12-03
